"","year.FRP","FRP","Uniq_ID","sample_day","infection_status","maturity","Holding_Tank","Low_Tag","High_Tag","sample","treatment_tank","where","tube_number","Comments","death","comments","CW","SC","CH","Imm.mat","Run_ID","Assay_Name","Test_Name","Test_Date","Qubit_tube_conc","Units","Original_sample_conc","Units.1","Sample_Volume","Dilution_Factor","Std_1_RFU","Std_2_RFU","Excitation","Emission","Far_Red_RFU","X"
"330","2017-6210",6210,"6210_274_12",12,1,"I","4W",3718,3914,NA,4,"",274,"","","","127.7","3","19","I","2018-04-20_142939","RNA High sensitivity","Sample_#180420-143011","4/20/18 14:30","61.1","ng/mL","2.44","ng/uL",5,40,86.13,1769.69,"Red","Far Red",309.98,""
"331","2017-6210",6210,"6210_401_26",26,1,"I","4W",3718,3914,NA,4,"",401,"","","","127.7","3","19","I","2018-04-20_142939","RNA High sensitivity","Sample_#180420-143039","4/20/18 14:30","54.6","ng/mL","2.18","ng/uL",5,40,86.13,1769.69,"Red","Far Red",285.08,""
"332","2017-6211",6211,"6211_118_9",9,1,"I","3C",3724,3890,NA,7,"drain end",118,"","","","128.8","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2017-6211",6211,"6211_349_12",12,1,"I","7A",3724,3890,NA,7,"",349,"BCS+","","","128.8","3","19","I","2018-04-09_133705","RNA High sensitivity","Sample_#180409-133806","4/9/18 13:38","139","ng/mL","5.56","ng/uL",5,40,89.33,1962.33,"Red","Far Red",672.97,""
"334","2017-6211",6211,"6211_481_26",26,1,"I","7A",3724,3890,NA,7,"",481,"","","","128.8","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2017-6212",6212,"6212_132_9",9,1,"I","3C",3725,3912,NA,8,"drain end",132,"","","","145","3","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2017-6212",6212,"6212_334_12",12,1,"I","8A",3725,3912,NA,8,"",334,"","","","145","3","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2017-6212",6212,"6212_485_26",26,1,"I","8A",3725,3912,NA,8,"",485,"","","","145","3","21.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2017-6213",6213,"6213_108_9",9,0,"I","3C",3904,3906,NA,9,"drain end",108,"","","","124.3","3","21.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2017-6213",6213,"6213_310_12",12,0,"I","9A",3904,3906,NA,9,"",310,"","","","124.3","3","21.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2017-6213",6213,"6213_506_26",26,0,"I","9A",3904,3906,NA,9,"",506,"","","","124.3","3","21.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2017-6214",6214,"6214_107_9",9,1,"I","3C",3905,3920,NA,9,"drain end",107,"","","","129.1","3","18.9","I","2018-05-02_130729","RNA High sensitivity","Sample_#180502-130754","5/2/18 13:07","64.8","ng/mL","2.59","ng/uL",5,40,88.26,1747.03,"Red","Far Red",323.28,""
"342","2017-6214",6214,"6214_311_12",12,1,"I","9A",3905,3920,NA,9,"",311,"","","","129.1","3","18.9","I","2018-05-02_130729","RNA High sensitivity","Sample_#180502-130814","5/2/18 13:08","51.2","ng/mL","2.05","ng/uL",5,40,88.26,1747.03,"Red","Far Red",271.19,""
"343","2017-6214",6214,"6214_504_26",26,1,"I","9A",3905,3920,NA,9,"",504,"","","","129.1","3","18.9","I","2018-05-02_130729","RNA High sensitivity","Sample_#180502-130834","5/2/18 13:08","388","ng/mL","15.5","ng/uL",5,40,88.26,1747.03,"Red","Far Red",1437.18,""
"344","2017-6215",6215,"6215_23_9",9,1,"I","8A",3120,3516,NA,3,"drain end",23,"new tag 3423/3516 (3423 tag was used before)","","","112.3","3","15.1","I","2018-04-23_174015","RNA High sensitivity","Sample_#180423-174108","4/23/18 17:41","28.9","ng/mL","1.16","ng/uL",5,40,89.95,1891.37,"Red","Far Red",197.48,""
"345","2017-6215",6215,"6215_253_12",12,1,"#N/A","3C",3423,3516,NA,3,"",253,"","","","#N/A","#N/A","#N/A","#N/A","2018-04-23_174015","RNA High sensitivity","Sample_#180423-174117","4/23/18 17:41","21","ng/mL","0.84","ng/uL",5,40,89.95,1891.37,"Red","Far Red",166.1,""
"346","2017-6215",6215,"6215_457_26",26,1,"#N/A","3C",3423,3516,NA,3,"",457,"","","","#N/A","#N/A","#N/A","#N/A","2018-04-03_150806","RNA High sensitivity","Sample_#180403-150850","4/3/18 15:08","89.4","ng/mL","3.58","ng/uL",5,40,82.44,1309.95,"Red","Far Red",325.91,""
"347","2017-6216",6216,"6216_40_9",9,0,"I","9A",3015,3344,NA,4,"anywhere",40,"","","","113","4","20.1","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145441","5/23/18 14:54","43.8","ng/mL","1.75","ng/uL",5,40,89.29,1715.34,"Red","Far Red",241,""
"348","2017-6216",6216,"6216_267_12",12,0,"I","4W",3015,3344,NA,4,"",267,"","11/13/17","","113","4","20.1","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145452","5/23/18 14:54","122","ng/mL","4.88","ng/uL",5,40,89.29,1715.34,"Red","Far Red",533.83,""
"349","2017-6217",6217,"6217_129_9",9,0,"I","3C",3022,3164,NA,5,"anywhere",129,"","","","123.1","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2017-6217",6217,"6217_285_12",12,0,"I","5W",3022,3164,NA,5,"",285,"","11/16/17","","123.1","3","20","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2017-6218",6218,"6218_93_9",9,3,"I","1C",3038,3289,NA,6,"drain end",93,"","","","118.3","3","17.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2017-6218",6218,"6218_373_12",12,3,"I","6W",3038,3289,NA,6,"",373,"","11/12/17","","118.3","3","17.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2017-6219",6219,"6219_116_9",9,1,"I","3C",3043,3135,NA,4,"anywhere",116,"","","","125.1","3","18.7","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135128","5/24/18 13:51","105","ng/mL","4.2","ng/uL",5,40,89.63,1758.85,"Red","Far Red",479.25,""
"354","2017-6219",6219,"6219_276_12",12,1,"I","4W",3043,3135,NA,4,"",276,"","11/14/17","","125.1","3","18.7","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135139","5/24/18 13:51","105","ng/mL","4.2","ng/uL",5,40,89.63,1758.85,"Red","Far Red",479.8,""
"355","2017-6220",6220,"6220_162_9",9,1,"I","1C",3047,3278,NA,5,"anywhere",162,"","","","82","3","6.7","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135149","5/24/18 13:51","72","ng/mL","2.88","ng/uL",5,40,89.63,1758.85,"Red","Far Red",353.83,""
"356","2017-6220",6220,"6220_293_12",12,1,"I","5W",3047,3278,NA,5,"",293,"","11/12/17","","82","3","6.7","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135159","5/24/18 13:51","213","ng/mL","8.52","ng/uL",5,40,89.63,1758.85,"Red","Far Red",878.88,""
"357","2017-6221",6221,"6221_16_9",9,1,"I","8A",3051,3535,NA,6,"anywhere",16,"","","","113.2","3","15.7","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174615","5/24/18 17:46","255","ng/mL","10.2","ng/uL",5,40,84.77,1607.38,"Red","Far Red",937.68,""
"358","2017-6221",6221,"6221_380_12",12,1,"I","6W",3051,3535,NA,6,"",380,"","11/12/17","","113.2","3","15.7","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174625","5/24/18 17:46","75.7","ng/mL","3.03","ng/uL",5,40,84.77,1607.38,"Red","Far Red",338.64,""
"359","2017-6222",6222,"6222_1_9",9,0,"M","8A",3057,3445,NA,4,"anywhere",1,"","","","117.6","4","26.6","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2017-6222",6222,"6222_266_12",12,0,"M","4W",3057,3445,NA,4,"",266,"","11/13/17","","117.6","4","26.6","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2017-6223",6223,"6223_44_9",9,0,"M","9A",3080,3511,NA,4,"anywhere",44,"","","","113.7","3","22.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2017-6223",6223,"6223_270_12",12,0,"M","4W",3080,3511,NA,4,"",270,"","11/14/17","","113.7","3","22.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2017-6224",6224,"6224_74_9",9,1,"I","7A",3083,3429,NA,4,"drain end",74,"","","","122","3","17.1","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174636","5/24/18 17:46","115","ng/mL","4.6","ng/uL",5,40,84.77,1607.38,"Red","Far Red",475.24,""
"364","2017-6224",6224,"6224_277_12",12,1,"I","4W",3083,3429,NA,4,"",277,"","11/13/17","","122","3","17.1","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174644","5/24/18 17:46","233","ng/mL","9.32","ng/uL",5,40,84.77,1607.38,"Red","Far Red",868.55,""
"365","2017-6225",6225,"6225_92_9",9,1,"I","7A",3084,3377,NA,5,"drain end",92,"","","","118.2","3","15.2","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174652","5/24/18 17:46","164","ng/mL","6.56","ng/uL",5,40,84.77,1607.38,"Red","Far Red",645.08,""
"366","2017-6225",6225,"6225_298_12",12,1,"I","5W",3084,3377,NA,5,"",298,"","11/11/17","","118.2","3","15.2","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174702","5/24/18 17:47","52.5","ng/mL","2.1","ng/uL",5,40,84.77,1607.38,"Red","Far Red",257.23,""
"367","2017-6226",6226,"6226_85_9",9,0,"I","7A",3085,3233,NA,4,"drain end",85,"","","","124.8","3","18.8","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145504","5/23/18 14:55","270","ng/mL","10.8","ng/uL",5,40,89.29,1715.34,"Red","Far Red",1049.48,""
"368","2017-6226",6226,"6226_260_12",12,0,"I","4W",3085,3233,NA,4,"",260,"","11/13/17","","124.8","3","18.8","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145519","5/23/18 14:55","207","ng/mL","8.28","ng/uL",5,40,89.29,1715.34,"Red","Far Red",837.49,""
"369","2017-6227",6227,"6227_83_9",9,1,"I","7A",3086,3155,NA,6,"drain end",83,"","","","116.7","3","17","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174710","5/24/18 17:47","86.1","ng/mL","3.44","ng/uL",5,40,84.77,1607.38,"Red","Far Red",375.16,""
"370","2017-6227",6227,"6227_366_12",12,1,"I","6W",3086,3155,NA,6,"",366,"","11/12/17","","116.7","3","17","I","2018-05-24_174551","RNA High sensitivity","Sample_#180524-174722","5/24/18 17:47","60.3","ng/mL","2.41","ng/uL",5,40,84.77,1607.38,"Red","Far Red",284.45,""
"371","2017-6228",6228,"6228_29_9",9,0,"I","8A",3087,3462,NA,5,"anywhere",29,"","","","127.7","4","19.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2017-6228",6228,"6228_290_12",12,0,"I","5W",3087,3462,NA,5,"",290,"","11/17/17","","127.7","4","19.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2017-6229",6229,"6229_89_9",9,0,"I","7A",3090,3496,NA,6,"drain end",89,"","","","109.4","3","13.9","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145528","5/23/18 14:55","124","ng/mL","4.96","ng/uL",5,40,89.29,1715.34,"Red","Far Red",539.85,""
"374","2017-6229",6229,"6229_379_12",12,0,"I","6W",3090,3496,NA,6,"",379,"","11/15/17","","109.4","3","13.9","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145538","5/23/18 14:55","98.4","ng/mL","3.94","ng/uL",5,40,89.29,1715.34,"Red","Far Red",445.26,""
"375","2017-6230",6230,"6230_22_9",9,0,"M","8A",3118,3474,NA,5,"anywhere",22,"","","","114.5","4","24.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2017-6230",6230,"6230_292_12",12,0,"M","5W",3118,3474,NA,5,"",292,"","11/16/17","","114.5","4","24.1","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2017-6231",6231,"6231_102_9",9,1,"I","3C",3122,3163,NA,4,"anywhere",102,"","","","133.6","3","22.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2017-6231",6231,"6231_278_12",12,1,"I","4W",3122,3163,NA,4,"",278,"","11/14/17","","133.6","3","22.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2017-6232",6232,"6232_52_9",9,0,"M","9A",3144,3319,NA,5,"anywhere",52,"","","","119.4","3","23","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2017-6232",6232,"6232_286_12",12,0,"M","5W",3144,3319,NA,5,"",286,"","11/12/17","","119.4","3","23","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2017-6233",6233,"6233_117_9",9,1,"I","3C",3148,3256,NA,6,"anywhere",117,"","","","108","3","16.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2017-6233",6233,"6233_371_12",12,1,"I","6W",3148,3256,NA,6,"",371,"","11/12/17","","108","3","16.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2017-6234",6234,"6234_2_9",9,0,"I","8A",3177,3283,NA,4,"anywhere",2,"","","","127.4","4","18.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2017-6234",6234,"6234_263_12",12,0,"I","4W",3177,3283,NA,4,"",263,"","11/13/17","","127.4","4","18.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2017-6235",6235,"6235_35_9",9,0,"I","9A",3188,3223,NA,5,"anywhere",35,"","","","110.3","4","18.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2017-6235",6235,"6235_297_12",12,0,"I","5W",3188,3223,NA,5,"",297,"","11/11/17","","110.3","4","18.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2017-6236",6236,"6236_157_9",9,0,"I","1C",3195,3350,NA,6,"anywhere",157,"","","","118.7","3","19","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145546","5/23/18 14:55","190","ng/mL","7.6","ng/uL",5,40,89.29,1715.34,"Red","Far Red",776.64,""
"388","2017-6236",6236,"6236_361_12",12,0,"I","6W",3195,3350,NA,6,"",361,"","11/12/17","","118.7","3","19","I","2018-05-23_145415","RNA High sensitivity","Sample_#180523-145555","5/23/18 14:55","163","ng/mL","6.52","ng/uL",5,40,89.29,1715.34,"Red","Far Red",683.72,""
"389","2017-6237",6237,"6237_17_9",9,1,"I","8A",3202,3549,NA,4,"anywhere",17,"","","","115.3","3","15.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2017-6237",6237,"6237_271_12",12,1,"I","4W",3202,3549,NA,4,"",271,"","11/12/17","","115.3","3","15.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2017-6238",6238,"6238_9_9",9,0,"M","8A",3205,3243,NA,6,"anywhere",9,"","","","118.6","4","24.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2017-6238",6238,"6238_375_12",12,0,"M","6W",3205,3243,NA,6,"",375,"","11/12/17","","118.6","4","24.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2017-6239",6239,"6239_166_9",9,1,"I","1C",3212,3562,NA,5,"anywhere",166,"","","","87.3","3","12.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2017-6239",6239,"6239_291_12",12,1,"I","5W",3212,3562,NA,5,"",291,"","11/16/17","","87.3","3","12.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2017-6240",6240,"6240_134_9",9,1,"I","3C",3213,3418,NA,6,"anywhere",134,"","","dead crab recorded as 3213/3418","125.2","3","20.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2017-6240",6240,"6240_362_12",12,1,"I","6W",3213,3218,NA,6,"",362,"","11/12/17","","125.2","3","20.1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2017-6241",6241,"6241_62_9",9,1,"I","7A",3226,3489,NA,8,"drain end",62,"","","","114.1","3","16.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2017-6241",6241,"6241_323_12",12,1,"I","8A",3226,3489,NA,8,"",323,"","11/16/17","","114.1","3","16.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2017-6242",6242,"6242_39_9",9,0,"M","9A",3269,3360,NA,6,"anywhere",39,"","","","111.9","4","20.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2017-6242",6242,"6242_377_12",12,0,"M","6W",3269,3360,NA,6,"",377,"","11/12/17","","111.9","4","20.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2017-6243",6243,"6243_173_9",9,1,"I","1C",3271,3290,NA,4,"anywhere",173,"","11/12/17","","95.7","4","12.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2017-6243",6243,"6243_272_12",12,1,"I","4W",3271,3290,NA,4,"",272,"","","","95.7","4","12.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2017-6244",6244,"6244_58_9",9,1,"I","7A",3272,3393,NA,5,"anywhere",58,"","","","119.3","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2017-6244",6244,"6244_284_12",12,1,"I","5W",3272,3393,NA,5,"",284,"","11/15/17","","119.3","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2017-6245",6245,"6245_126_9",9,1,"I","3C",3280,3368,NA,6,"anywhere",126,"","","","122.6","3","18.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2017-6245",6245,"6245_365_12",12,1,"I","6W",3280,3368,NA,6,"",365,"","11/12/17","","122.6","3","18.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2017-6246",6246,"6246_3_9",9,0,"I","8A",3299,3383,NA,4,"anywhere",3,"","","","116","3","18.1","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135045","5/24/18 13:50","180","ng/mL","7.2","ng/uL",5,40,89.63,1758.85,"Red","Far Red",761.94,""
"408","2017-6246",6246,"6246_265_12",12,0,"I","4W",3299,3383,NA,4,"",265,"","11/13/17","","116","3","18.1","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135058","5/24/18 13:50","181","ng/mL","7.24","ng/uL",5,40,89.63,1758.85,"Red","Far Red",763.11,""
"409","2017-6247",6247,"6247_152_9",9,0,"I","1C",3315,3500,NA,5,"anywhere",152,"","","","118.4","3","19.4","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135109","5/24/18 13:51","61.4","ng/mL","2.46","ng/uL",5,40,89.63,1758.85,"Red","Far Red",312.86,""
"410","2017-6247",6247,"6247_287_12",12,0,"I","5W",3315,3500,NA,5,"",287,"","11/12/17","","118.4","3","19.4","I","2018-05-24_135020","RNA High sensitivity","Sample_#180524-135119","5/24/18 13:51","138","ng/mL","5.52","ng/uL",5,40,89.63,1758.85,"Red","Far Red",604.96,""
"411","2017-6248",6248,"6248_49_9",9,0,"I","9A",3316,3435,NA,6,"anywhere",49,"","","","111.6","4","19.8","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2017-6248",6248,"6248_378_12",12,0,"I","6W",3316,3435,NA,6,"",378,"","11/12/17","","111.6","4","19.8","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2017-6249",6249,"6249_96_9",9,1,"I","1C",3353,3446,NA,4,"anywhere",96,"","11/13/17","","102.1","3","14.3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2017-6249",6249,"6249_279_12",12,1,"I","4W",3353,3446,NA,4,"",279,"","","","102.1","3","14.3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2017-6250",6250,"6250_72_9",9,1,"I","7A",3373,3406,NA,5,"anywhere",72,"","","","111.8","3","15","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2017-6250",6250,"6250_294_12",12,1,"I","5W",3373,3406,NA,5,"",294,"","11/17/17","","111.8","3","15","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2017-6251",6251,"6251_167_9",9,1,"I","1C",3375,3478,NA,6,"anywhere",167,"discolored hemolymph","","","97.6","3","13.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2017-6251",6251,"6251_376_12",12,1,"I","6W",3375,3478,NA,6,"",376,"","11/12/17","","97.6","3","13.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2017-6252",6252,"6252_99_9",9,3,"M","8A",3492,3731,NA,8,"drain end",99,"3386/3492, retag 3492/3731","","","99.1","3","19.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2017-6252",6252,"6252_330_12",12,3,"M","8A",3492,3731,NA,8,"",330,"","","","99.1","3","19.3","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2017-6253",6253,"6253_25_9",9,0,"I","8A",3566,3571,NA,4,"anywhere",25,"","","","86.9","3","9.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2017-6253",6253,"6253_275_12",12,0,"I","4W",3566,3571,NA,4,"",275,"","11/13/17","","86.9","3","9.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2017-6254",6254,"6254_69_9",9,0,"I","7A",3567,3595,NA,5,"anywhere",69,"","","","119.7","3","19.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2017-6254",6254,"6254_296_12",12,0,"I","5W",3567,3595,NA,5,"",296,"","11/16/17","","119.7","3","19.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2017-6255",6255,"6255_143_9",9,1,"I","2C",3601,3810,NA,4,"anywhere",143,"","","","132.8","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2017-6255",6255,"6255_262_12",12,1,"I","4W",3601,3810,NA,4,"",262,"","11/12/17","","132.8","3","19","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2017-6256",6256,"6256_146_9",9,1,"I","2C",3608,3845,NA,5,"anywhere",146,"","","","128.4","3","19.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2017-6256",6256,"6256_283_12",12,1,"I","5W",3608,3845,NA,5,"",283,"","11/11/17","","128.4","3","19.2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2017-6257",6257,"6257_138_9",9,1,"I","2C",3614,3800,NA,6,"anywhere",138,"","","","123","3","16.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2017-6257",6257,"6257_363_12",12,1,"I","6W",3614,3800,NA,6,"",363,"","11/12/17","","123","3","16.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2017-6258",6258,"6258_140_9",9,3,"M","2C",3618,3806,NA,4,"anywhere",140,"","11/12/17","","126.4","3","27.4","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2017-6258",6258,"6258_261_12",12,3,"M","4W",3618,3806,NA,4,"",261,"","","","126.4","3","27.4","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2017-6259",6259,"6259_139_9",9,0,"M","2C",3621,3818,NA,5,"anywhere",139,"","","","134.7","3","27.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2017-6259",6259,"6259_281_12",12,0,"M","5W",3621,3818,NA,5,"",281,"","11/15/17","","134.7","3","27.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2017-6260",6260,"6260_136_9",9,0,"M","2C",3631,3832,NA,6,"anywhere",136,"","","","127.3","3","25.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2017-6260",6260,"6260_374_12",12,0,"M","6W",3631,3832,NA,6,"",374,"","11/12/17","","127.3","3","25.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2017-6261",6261,"6261_164_9",9,1,"I","1C",3650,3851,NA,4,"anywhere",164,"","11/13/17","","126.9","3","18.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2017-6261",6261,"6261_273_12",12,1,"I","4W",3650,3851,NA,4,"",273,"","","","126.9","3","18.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2017-6262",6262,"6262_168_9",9,1,"I","1C",3651,3856,NA,5,"anywhere",168,"","","","135.5","3","20.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
